Name,Title,aiconalt,View,State,View1,asizebase
Neha,Go for it 👍,5.0 out of 5 stars,"Reviewed in India on March 20, 2021",Verified Purchase,"Excellent product👌
Hassle free mixing and grinding. Heavy duty motor, even has stylish look. Love it",
dinesh Sinha,No functional problems. WISH PRICE TO BE LITTLE LESS SAY 6000.,4.0 out of 5 stars,"Reviewed in India on July 31, 2021",Verified Purchase,"Idling batter, grinding garlic, onion, ginger etc,
Dry pounding grinder not yet used. NOISE LEVEL ID SAME AS PHILIPS GRINDER I WAS USING EARLIER.",
Sowmya,Company concentrating on machine but not on blades,4.0 out of 5 stars,"Reviewed in India on March 13, 2021",Verified Purchase,Blade is not fixing in container within span of 2months. Need a new blade free of cost,One person found this helpful
AVVARU SAI VENKATESH,Initial impressions were good,5.0 out of 5 stars,"Reviewed in India on June 28, 2022",Verified Purchase,"Been using for 7 days,Tested everything,So far it's working perfect as per my expectations. Need to check how long this is going to work",
MAYUR A MEHTA,It is of very good quality,5.0 out of 5 stars,"Reviewed in India on February 3, 2020",Verified Purchase,It really mixes/grinds well. Sturdy and good appearance. I am happy using the same. It is not easy to clean. Without use of hand it does not clean well.,
Rohith.G,Powerful,3.0 out of 5 stars,"Reviewed in India on November 24, 2021",Verified Purchase,Video Player is loading.,
Padmesh,Works well but plastic used in jars like caps are easily broken,4.0 out of 5 stars,"Reviewed in India on May 6, 2021",Verified Purchase,Works well. Plastic used for jars can be broken in one fall. You cant get the spare items from any websites in the world.,
Pemendra,Ridiculous mixer,1.0 out of 5 stars,"Reviewed in India on July 11, 2022",Verified Purchase,"Bad services, don't buy this mixer, just in six months we had to get it repair. All promises are fake.",
Saravana Perumal V,Worst product. Don't buy it,1.0 out of 5 stars,"Reviewed in India on August 19, 2021",Verified Purchase,"Bought this on July 29. Within two weeks, it got melted. You can see it in pictures. Now they don't provide replacement or refund. Don't buy this product. Waste of money. I bought it for the brand. But it's pathetic",
Siva,Noisier than expected,4.0 out of 5 stars,"Reviewed in India on December 25, 2021",Verified Purchase,"The product is good in terms of performance.  However, it is noisier than I expected.  The main reason for looking for a new mixer grinder was that the old one was making more noise.",
JS,Disappointed with the product delivered.,1.0 out of 5 stars,"Reviewed in India on May 30, 2020",Verified Purchase,"When I opened the box, got one tiny piece of plastic inside. Tried contacting Amazon customer care but no one is listening to the issue and diverted to check with Bosch directly. Didn't even try to turn on the appliance, worried if that it may or may not contain broken pieces or some things may get break.",
Amazon Customer,Poor quality of plastic used,2.0 out of 5 stars,"Reviewed in India on November 14, 2020",Verified Purchase,The quality of plastic used is poor quality. Not work for a purchase of 7k,3 people found this helpful
Amazon Customer,Bad quality,1.0 out of 5 stars,"Reviewed in India on September 23, 2021",Verified Purchase,"The product is very bad quality and the jar got stuck on second day. Had to use oil to remove it .

Very very bad product and creates lot of noise",
Amazon Customer,Too noisy,2.0 out of 5 stars,"Reviewed in India on December 6, 2020",Verified Purchase,Very loud noise,2 people found this helpful
Ketan Santoshi,Bang for Bucks,5.0 out of 5 stars,"Reviewed in India on September 19, 2020",Verified Purchase,Got a great deal(cashback) on this. Mixer is amazing. Works excellent. Noise is on higher side but you can expect this from a 1000watt motor and it is mention beforehand.,
Gaurav,Go for it,5.0 out of 5 stars,"Reviewed in India on February 13, 2022",Verified Purchase,One of the best in 1000 watt mixer grinder. Go for it.,
Kishor Rajgor,Stopped working,1.0 out of 5 stars,"Reviewed in India on July 3, 2020",Verified Purchase,It's been 15 days since the product is delivered and the product has stopped working ! Very very disappointed!,One person found this helpful
Rachan,Powerful 1000watts,5.0 out of 5 stars,"Reviewed in India on November 21, 2019",Verified Purchase,Nice product. 1000watts power. Grinds stuffs in minutes. Build quality of mixture is gud. Gives a premium look to the kitchen. Plastic of jars are of good quality.,
Amazon Customer,Don't Buy,1.0 out of 5 stars,"Reviewed in India on December 12, 2020",Verified Purchase,It stopped working in 15 days. Service by Bosch is pathetic. Not getting spare part of Mixter and now it lying as show piece in Kitchen.,One person found this helpful
Nallasivam,Very High Noise Lavel,5.0 out of 5 stars,"Reviewed in India on March 13, 2022",Verified Purchase,Quick Performance. Everything ok. But too noise..,
Mohit,Very high noise level,1.0 out of 5 stars,"Reviewed in India on June 13, 2021",Verified Purchase,"Review no 1.

I m into three days and saddened by its noise level. I ll put more reviews after using it for a week",One person found this helpful
Sayyed Rehman,BEST PRODUCT ONE SHOULD KEEP THIS AT HOME,4.0 out of 5 stars,"Reviewed in India on January 4, 2021",Verified Purchase,BEST PRODUCT ONE SHOULD KEEP THIS AT HOME ITS LONG RUN PRODUCT EVERY KITCHEN LOVER WILL LOVE THIS PRODUCT,
Rahul Katikineni,Good powerful mixer,4.0 out of 5 stars,"Reviewed in India on October 20, 2019",Verified Purchase,Good motor and built quality. Only negative is the locking clips which do not seem to be long lasting. One of them on my unit broke during delivery itself.,
Sushil,Good,4.0 out of 5 stars,"Reviewed in India on December 15, 2021",Verified Purchase,"Overall product is powerful. However the juicer jar is not so useful , other wise for grinding purpose it is good . The wet grinding jar is awesome 👍🏻it makes all the better fluffy and smooth.",
H DATTA,Excellent Performance,5.0 out of 5 stars,"Reviewed in India on February 27, 2021",Verified Purchase,We purchased mainly for Idli & Dosa paste. And highly satisfied that it does those excellently .,
Amazon Customer,Good purchase,4.0 out of 5 stars,"Reviewed in India on September 6, 2021",Verified Purchase,Juice jar quality alone is not upto the mark it is easily damagable,
sabyasachi dutta,Excellent,5.0 out of 5 stars,"Reviewed in India on December 17, 2020",Verified Purchase,"I was confused between morphy richards and Bosch.
I am completely overwhelmed with the performance, look and low noise.",
GENUINE BUYER,Never buy,1.0 out of 5 stars,"Reviewed in India on June 23, 2021",Verified Purchase,Very bad quality. Within few weeks motor got faulty. Jar broken and blades broken. Very high noise. Too much current consumption,
Bhargav ELAS,Powerful product,4.0 out of 5 stars,"Reviewed in India on December 14, 2020",Verified Purchase,"Powerful machine, grinds stuff to very fine powder/paste within no time. Products finishing is great, jars are light weight with easy lock up and remove system.
Only downside is noise. Makes more noise than my previous 10 year old mixer.
Overall great product, worth it.",
Haneefa,Value for money..,5.0 out of 5 stars,"Reviewed in India on June 6, 2019",Verified Purchase,Best in the category and true to it's reputation..Bosch is always top notch in quality..,2 people found this helpful
Partha,Made is of good material but too noisy,3.0 out of 5 stars,"Reviewed in India on June 21, 2019",Verified Purchase,Good and robust build material but Very noisy.,3 people found this helpful
WAZID ALI,Juicer not worth it!,4.0 out of 5 stars,"Reviewed in India on March 21, 2021",Verified Purchase,Mixer is super powerful & fast but juicer isn't upto mark. No additional equipment given with juicer to press fruit in the juicer.,
Vinayak Lad,Must have for ease of grinding!!,5.0 out of 5 stars,"Reviewed in India on August 4, 2021",Verified Purchase,"Although the 1000 watt motor makes a lot of noise, it is not that hard on the ears. The grinder gets ur work done quite quickly. Love the overall design. Thank u Bosch.",
jibin,Too much noise,4.0 out of 5 stars,"Reviewed in India on September 13, 2021",Verified Purchase,Only problem is that it makes too much noise like a local mixer grinder,
Sameer,"Good,",5.0 out of 5 stars,"Reviewed in India on November 9, 2020",Verified Purchase,"Good, 1000 Wattage motor makes more noise....",One person found this helpful
Amazon Customer,"idli batter is grinding very good like grinder,worth the money",5.0 out of 5 stars,"Reviewed in India on December 1, 2021",Verified Purchase,"noise level little high,,,lock feature is awesome even the jar is full it will not spit out, overall nice product in this range",
Suneel,Build Quality,5.0 out of 5 stars,"Reviewed in India on November 6, 2020",Verified Purchase,"Mixer Grinder is so good and cool.
Important points
1) build quality
2) low noise
3) strong body
4) cool look",One person found this helpful
Gurudatt Hangal,Good and Nice,5.0 out of 5 stars,"Reviewed in India on April 26, 2021",Verified Purchase,"Always Bosch products are good.
This mixer grinds nicely.. Noise level is too much compared to other jormal mixers. Motor is good and durable product.. Though costly, you can still go for it..",
KUNAL GUPTA,Satisfied,5.0 out of 5 stars,"Reviewed in India on May 28, 2022",Verified Purchase,"Just fruit juice jar isn't the best, rest the product is awesome.",
Aayushi,Poor quality and usability.,1.0 out of 5 stars,"Reviewed in India on May 30, 2021",Verified Purchase,"You would expect quality and usability at this price.
Some internal part of one of the jar broke in 2 to 3 use.
The juicer jar is good for nothing and can't even serve Orange juice.",
summy gandhi,Good product,5.0 out of 5 stars,"Reviewed in India on November 13, 2019",Verified Purchase,"I bought it 2 months back and so far happy with the performance. It's taking half time to grind bcos of its power. A bit noisy.. but, may be bcos of its power . Functioning is easy and satisfactory.
Happy with the purchase..",
Kindle Customer,"As shown in the video, the medium jar blade doesn't come out. Water spills out in chutney.",2.0 out of 5 stars,"Reviewed in India on December 28, 2021",Verified Purchase,"Locks are not good, too much leakage while making juices. Juicer is completely useless. Even sweetlime turned bitter.",
Saurabh Yadav,Don't Buy it.,1.0 out of 5 stars,"Reviewed in India on August 28, 2021",Verified Purchase,"It's totally waste, you can't get proper Juice from it. Seriously I am really disappointed & I wasted my money for this product & planning to sell on OLX.",
Priyanka Chavan,As expected,4.0 out of 5 stars,"Reviewed in India on July 15, 2021",Verified Purchase,"I got this product on 14/7/21 and will be using it for next couple of days to check the performance, durability and then would be in good position to share my review/feedback. But, for now atleast WYSIWYG",
Balasaheb,Worth to spend money,4.0 out of 5 stars,"Reviewed in India on March 13, 2022",Verified Purchase,Item is worth to spend spend on,One person found this helpful
Amazon Customer,Extremely noisy with poor locks,1.0 out of 5 stars,"Reviewed in India on March 27, 2021",Verified Purchase,"We bought BOSCH for the power. This is the worst piece of equipment that makes horrendous noise. Locks are mediocre. This is not the stuff that is sold in developed markets, though still as expensive.  Not recommended.",
Amazon Customer,Excellent Product,5.0 out of 5 stars,"Reviewed in India on July 29, 2021",Verified Purchase,"The mixer grinder is really good. Grinds well, even the masalas are ground well. Noise is a little loud, but the product more than makes up for it",One person found this helpful
Subhankar Bera,Premium product no. 1,4.0 out of 5 stars,"Reviewed in India on December 17, 2021",Verified Purchase,"Very nice
Looking premium
Nice build quality",
nitin bangera,Worth the price,5.0 out of 5 stars,"Reviewed in India on June 20, 2021",Verified Purchase,"Powerful mixer. Small jar is bit noisy.
Just 5 min to grind idli batter.",
Ravindra Singh,Powerful,5.0 out of 5 stars,"Reviewed in India on August 22, 2021",Verified Purchase,Powerful mixer grinder enhances the power of your kitchen.,
Amit Desai,Very good product,4.0 out of 5 stars,"Reviewed in India on January 9, 2022",Verified Purchase,It is a bit noisy. Everytime it is required to clean jar's rubber rubber ring due some residue stuck in it. Grinding quality is very good and very quick. Lock quality is superb. Over all good product.,
DINESH SHARMA,Poor quality plastic containers,1.0 out of 5 stars,"Reviewed in India on June 29, 2021",Verified Purchase,For all the hype of an established reputed company the containers are low quality plastics,
Ram,"Disappointing, Not upto the brand name",1.0 out of 5 stars,"Reviewed in India on January 25, 2021",Verified Purchase,"The built quality, plastic not satisfactory. Received with multiple cracks and scratches. Amazon was helpful in returning the product.",
Sahil,1000 watt is too much but still but i would recommend to buy 750 watt mixture,5.0 out of 5 stars,"Reviewed in India on January 21, 2021",Verified Purchase,,One person found this helpful
Satya N,"The worst product don't buy , the blades are too much height, so it won't grind properly",1.0 out of 5 stars,"Reviewed in India on April 18, 2022",Verified Purchase,"Noice level is too high, so much heat is producing, we cant touch any jaar after a minut",One person found this helpful
Mayuri Narale,Damaged product,1.0 out of 5 stars,"Reviewed in India on March 28, 2021",Verified Purchase,"I have purchased this product in jan 2021 and not used it much, today when I took it out I was not able to gride even almonds... The white part broke in one small unit of almonds...",
Rajesh P.,Very good! Just what you want in your Kitchen!!,5.0 out of 5 stars,"Reviewed in India on April 7, 2022",Verified Purchase,Really well buit and finish!!,
AROKYA MARY S,"High Noise, not worth for Price, available for low price in amazon E cart",2.0 out of 5 stars,"Reviewed in India on June 29, 2020",Verified Purchase,"Noise is very high, like running Big welding machines, easy to clean, rate is more compare any other. Same product available in flipcart only for 5,200 . I have paid 1000 more. But noise also disturbing Naibour",
Prameela Dara,Excellent,5.0 out of 5 stars,"Reviewed in India on June 25, 2022",Verified Purchase,"Very nice mixer grinder I ever used. Cleaning is easy, grinds well. It's very quick and efficient.",
Harini,Overheating,1.0 out of 5 stars,"Reviewed in India on June 21, 2020",Verified Purchase,Product is overheating after initial use.. not value for money. My wife’s hands burned after touching the jar. Worst product,2 people found this helpful
Nitin kumar Lal,Best in class review after 4 months of use,5.0 out of 5 stars,"Reviewed in India on February 8, 2022",Verified Purchase,"Bosch name is sufficient for product never disappointed
Just buy it don’t even think of any other mixer",
Prabhukumar Perla,Worth value,4.0 out of 5 stars,"Reviewed in India on May 23, 2021",Verified Purchase,"Super product, very powerful machine, produce little bit noise, we can run continuously 2-3 hr with out any difficult.",
Khan M.,Sturdy.,5.0 out of 5 stars,"Reviewed in India on January 23, 2022",Verified Purchase,"Go for it, if you are a quality freak.",
FrequentAmazonCustomer,Poor Quality Plastic Jar,3.0 out of 5 stars,"Reviewed in India on May 28, 2021",Verified Purchase,The plastic jar developed a crack in less than six months of use.,
jaldip,smart and good machine,5.0 out of 5 stars,"Reviewed in India on November 25, 2020",Verified Purchase,it's havvy duty moter so some noise but overall good for kitchen and good job we are happy with purchase,
Durgaprasad K.,Worthful Product,5.0 out of 5 stars,"Reviewed in India on September 17, 2021",Verified Purchase,This is too early to give the feedback but as of now everything is going good and efficient,
Dharm,Value for money a must have product.,5.0 out of 5 stars,"Reviewed in India on July 3, 2020",Verified Purchase,Value for money and must have product for every kitchen.,One person found this helpful
Mahesh Kumar,Noise it makes is horrible.,1.0 out of 5 stars,"Reviewed in India on April 23, 2021",Verified Purchase,noise level is horrible. So much that neighbours around my home are complaining.,
Amazon Customer,not working,3.0 out of 5 stars,"Reviewed in India on May 3, 2021",Verified Purchase,"i bought the BOSCH TRUEMIXX Pro 1000 watt mixer grinder on 25th October 2020.
usimng it at my home
but since yestertdat irt is not getting on and some smoke came out of the machine as my wife says",
Vibhut,Excellent mixer. Loved it,5.0 out of 5 stars,"Reviewed in India on February 4, 2021",Verified Purchase,One of the best that you can get for this price. Just go for it. Thank me later.,
Satya Narayan,"Brand speaks , good product",5.0 out of 5 stars,"Reviewed in India on December 27, 2021",Verified Purchase,"This is good one , little costly but brand speaks…",
NK,Good and sturdy,4.0 out of 5 stars,"Reviewed in India on May 12, 2021",Verified Purchase,This product is good and sturdy. A bit over priced. But overall a good product,
Padmakar Ambeskar,"Very sturdy, clean and excellent finishing",5.0 out of 5 stars,"Reviewed in India on February 10, 2022",Verified Purchase,"Very sturdy, clean and excellent finishing",
Amy Carolyn,Looks classy and works really well.,5.0 out of 5 stars,"Reviewed in India on May 12, 2021",Verified Purchase,It works really well. I love it. A neat new appliance has been added to my kitchen. 😄,
Amazon Customer,The kids are very difficult to clean and time consuming,4.0 out of 5 stars,"Reviewed in India on September 1, 2021",Verified Purchase,Design if the kids makes scraping and cleaning very much time consuming,
Jignesh Shah,Superb,5.0 out of 5 stars,"Reviewed in India on January 10, 2022",Verified Purchase,Excellent product. It is powerful due to higher wattage hence little high noise but that is at bearable. Decent look and space saving. Very happy with the product.,
Matt Dawson ,Just bought it about 2weeks back. It's heating like an oven.,1.0 out of 5 stars,"Reviewed in India on March 24, 2022",Verified Purchase,2 weeks old. I think it's a defective peice. Heating like an oven. Someone kindly help.,
Adwitiya Gaur,Amazing power,5.0 out of 5 stars,"Reviewed in India on March 18, 2021",Verified Purchase,"Great performance. It grinds indian spices like magic.
I found it is much better than Morphy Richards, compared to their machine having the same wattage ( power).
Elegant and compact design & looks.",
Jintu Varghese,Worst branded item delivered.,1.0 out of 5 stars,"Reviewed in India on May 26, 2021",Verified Purchase,Worst experience on a branded item delivered. Defective and dirty piece delivered that too on this pandemic times. The grinder looked like a used one with fully dirty and not getting ON itself when powered.,
Saikumar Baddi,Amazing product,5.0 out of 5 stars,"Reviewed in India on January 3, 2021",Verified Purchase,An amazing product for your kitchens. It is one of the best grinders which will last forever great quality and great value for money.,
Amazon Customer,Excellent product for house hold use,5.0 out of 5 stars,"Reviewed in India on May 15, 2021",Verified Purchase,Noice level is high due high rated motor. But working is satisfactory.,
Shanil,Nice Product!! Little noisy and lids delicate..,4.0 out of 5 stars,"Reviewed in India on November 16, 2020",Verified Purchase,Nice product!! Noise level is high but powerful. The lids look delicate...please handle with care...,
Sandhya R,not worth for money,1.0 out of 5 stars,"Reviewed in India on July 15, 2020",Verified Purchase,"Juice Jar quality is low, not strong enough for indian maintenance , jar was broken when fell from just 3 feet hieght . noise level is very high...not finding similar juice Jar to replace the broken one
pls suggest",One person found this helpful
praveen.m.b,Broken and cleaning is difficult,1.0 out of 5 stars,"Reviewed in India on June 4, 2022",Verified Purchase,Madi  got broken in a 2weeks ..wastage is higher ..cleaning is difficult,One person found this helpful
Rashmirani Balajirao Katturwar,tooo goood go for it,5.0 out of 5 stars,"Reviewed in India on November 5, 2020",Verified Purchase,Amazing product littly nosie 1000 W but when u use this u  save lot of time  i love itservice also to gooood,
Asha Donage,Good,4.0 out of 5 stars,"Reviewed in India on October 5, 2020",Verified Purchase,"Powerful machine. Good number of blender jars. The plastic build quality is a little lower side. And the noise it makes is pretty loud.
Overall, for this price, it's a good buy.",One person found this helpful
Parveen S,Super Good product can buy,5.0 out of 5 stars,"Reviewed in India on May 8, 2021",Verified Purchase,Product is so better price available and it is good but noise level is more and lock feature is good but in future it will break and easy to clean jars and juice jar already iam telling that product is good,
Vijay Savana,Nice and good product,5.0 out of 5 stars,"Reviewed in India on May 1, 2021",Verified Purchase,"Noise levels are too high but grinding is very good.
Cleaning feature is okay. Overall it’s good.",
Jennifer dsouza,Excellent product,5.0 out of 5 stars,"Reviewed in India on September 7, 2021",Verified Purchase,Must buy if you need a quality mixer at home.,
Divya Swetha,Powerful,5.0 out of 5 stars,"Reviewed in India on September 26, 2021",Verified Purchase,"Very easy to use
Sound is on little high,for a 1000 w it is okay
My husband uses it for shakes and juices very easily
And it is easy to clean as well",
Smile,Powerful and value for money,5.0 out of 5 stars,"Reviewed in India on April 9, 2021",Verified Purchase,Just superb. Very good build quality. And suction pads are very effective for hands free operation.,
Albaz Ali S,Bosch -Naam hi kaafi Hai😅,5.0 out of 5 stars,"Reviewed in India on January 21, 2020",Verified Purchase,"Amazing product best in class,
No one can match the BOSCH quality.
100% recommended for daily use quality is just unmatched.",
Vinay,Good Product,5.0 out of 5 stars,"Reviewed in India on June 24, 2020",Verified Purchase,Product tops on Performance and Looks but is Little Noisy. Overall its a Value for Money Product with a Big Brand name to Back It.,
Prasad Ambre,Good product.,4.0 out of 5 stars,"Reviewed in India on June 21, 2020",Verified Purchase,Powerhouse of grinding. Good product from bosch. But noise level could have been reduced a bit. Overall good product.,
Harsh B.,Satisfied despite negative reviews,5.0 out of 5 stars,"Reviewed in India on May 24, 2021",Verified Purchase,"Satisfied despite all the negative reviews. Noise is a bit loud but considering 1000W, that seems reasonable but so far I’ve Not tried running it for more than few minutes so can’t say about heating.",
John Gomes,Its superb,5.0 out of 5 stars,"Reviewed in India on March 9, 2020",Verified Purchase,It does everything it says  we have been using it for  few months,One person found this helpful
Amazon Customer,Defective piece they send,1.0 out of 5 stars,"Reviewed in India on July 19, 2021",Verified Purchase,Don't trust them blindly,One person found this helpful
Kashika Singh,Stopped working in 1 month,1.0 out of 5 stars,"Reviewed in India on February 1, 2022",Verified Purchase,"I purchased bosch pro 1000W mixer grinder on Jan 2, 2022. I have hardly used it 5-6 times. Last night, I was making onion paste and it suddenly stopped. Its not working anymore.",
Jay Kishan Saraff,Product is goodbut quality check of bosh is poor,4.0 out of 5 stars,"Reviewed in India on March 7, 2022",Verified Purchase,My grinder stopped working after 10 days of use and it was harrassing with bosh service to get it working.,
Charles,Very poor quality,1.0 out of 5 stars,"Reviewed in India on February 23, 2022",Verified Purchase,"it's made in India, so does not have any quality contatraints from Bosch Germany",
RAMESHWAR,Wow... Awesome Product,5.0 out of 5 stars,"Reviewed in India on October 22, 2020",Verified Purchase,If u have 6k budget... Just go for it... Its worthfull for 6k... Don't think twice... I got it 5500 in Great Indian Sale.. 1000watts motor is Awesome...,
Nanda Kumar,Poor Quality Bush,1.0 out of 5 stars,"Reviewed in India on August 21, 2021",Verified Purchase,The Bush on the mixer grinder is poor quality and within one year twice the thread got damaged and replaced. worst product from the top brand,
Kondraju,Look and Performance Good but Noise very high,4.0 out of 5 stars,"Reviewed in India on December 4, 2021",Verified Purchase,"Look and Performance is good , But noise is very high",
meera ramdas menon,Should improve the rubber ring quality,5.0 out of 5 stars,"Reviewed in India on March 6, 2021",Verified Purchase,"Good performance.
The inner portion of black rubber ring on the lid is getting white patches which is not going after cleaning many times. Quality of black rubber ring on the lid may be improved.",
Avinash Bawane,Poweful Durable Easy to Use,5.0 out of 5 stars,"Reviewed in India on March 27, 2021",Verified Purchase,Forgwt about the bad reviews... The name is enough BOSCH. Powerfull mixer grinder with juicer Jar.,
Nandagopal D,Very Nice product but Noisy.,4.0 out of 5 stars,"Reviewed in India on February 23, 2021",Verified Purchase,"Pretty loud noise while running but otherwise, results are good. It is about few months and will do a long term review as well.",
Anil.MR,Best one,5.0 out of 5 stars,"Reviewed in India on February 17, 2022",Verified Purchase,Best one go for it,
H Anil Kumar,Very good mixer,4.0 out of 5 stars,"Reviewed in India on November 9, 2021",Verified Purchase,Noise level is very high but the mixer is very good,
Aravind kesav,"High noise, lock was broken after 2momths, blade was worst quality",1.0 out of 5 stars,"Reviewed in India on May 23, 2022",Verified Purchase,I think now Bosch is worst is This kind of products,One person found this helpful
Kiran,Quality not upto the expectations,2.0 out of 5 stars,"Reviewed in India on April 18, 2021",Verified Purchase,One of The lock feature with the clip being broken within first 10 days of usage and the speed control knob just comes out easily most of the time I use it.. Quality not as expected.. Highly disappointed,
SANJOY KUMAR MAITI,VERY GOOD PRODUCT,5.0 out of 5 stars,"Reviewed in India on March 1, 2022",Verified Purchase,This item is very good.,
Akshay,Damaged product delivered,4.0 out of 5 stars,"Reviewed in India on August 12, 2019",Verified Purchase,Received damaged juicer jar. Otherwise the product and preety good and powerful. Apprerance of the product aprat form the broken juicer jar is impressive,One person found this helpful
venkat,Brilliant,5.0 out of 5 stars,"Reviewed in India on July 19, 2021",Verified Purchase,Nice.  It will works very good.we need to see long time how it will work,
Kishore samantaray,Smoke comes out from upper surface,1.0 out of 5 stars,"Reviewed in India on May 10, 2022",Verified Purchase,Wrost,2 people found this helpful
Priya,Superb!!,5.0 out of 5 stars,"Reviewed in India on October 10, 2020",Verified Purchase,"Simply an amazing product,  it's almost more that a month I am using it, super powerful,  yes bit noisy but that's okay, as it gets the work done super fine!",
Vinu Pillai,Too noisy,3.0 out of 5 stars,"Reviewed in India on December 24, 2021",Verified Purchase,The product is good in build quality but too noisy. Wasn't expecting it to be this noisy,
Ilanchezhian,Best in this que.,5.0 out of 5 stars,"Reviewed in India on July 25, 2021",Verified Purchase,Excellent performance.It works very well what I expected.,One person found this helpful
Renukamba CR,Small jar is not good,1.0 out of 5 stars,"Reviewed in India on March 3, 2022",Verified Purchase,Small jar blades are so bad that it comes out in every use and we cannot use this jar at all. We have used this mixer for about 4 times and every time this is issue….,
s jadhav,Awesome but couldn't register for warranty on bosch website.,4.0 out of 5 stars,"Reviewed in India on May 26, 2019",Verified Purchase,"Really heavy duty product. Vessels are very very good. Just go for it.

Only one con- you cannot register the product on bosch website for their website error. Otherwise this is the great product.",2 people found this helpful
srinivasa,It's not worth for money,1.0 out of 5 stars,"Reviewed in India on September 11, 2020",Verified Purchase,Product is not at all worth..I don't recommend to buy this product..It makes very irritating sound and it gets heated up very fast..,One person found this helpful
Wazèd,Damaged product received,3.0 out of 5 stars,"Reviewed in India on January 16, 2022",Verified Purchase,Crack in one of the jars.,
Sanjay,Excellent,5.0 out of 5 stars,"Reviewed in India on April 6, 2022",Verified Purchase,"Very good,price is a bit high but product quality is excellent",
vijaya,Good product but......,4.0 out of 5 stars,"Reviewed in India on October 29, 2019",Verified Purchase,Product is good......the extension wire should have been long so that it could be used anywhere in the house especially when guest arrive at home or during festive season,One person found this helpful
Viswanathan,Good product,5.0 out of 5 stars,"Reviewed in India on May 9, 2022",Verified Purchase,Good product,
kiran raj,Good product,5.0 out of 5 stars,"Reviewed in India on November 23, 2021",Verified Purchase,Best and cheapest bit noisy,
AK,Very good mixer with nice features,5.0 out of 5 stars,"Reviewed in India on November 7, 2020",Verified Purchase,"Powerful motor, just takes seconds to grind chutneys. Hands free operation is a real plus.",
Virang,Good but noicy,4.0 out of 5 stars,"Reviewed in India on May 28, 2021",Verified Purchase,"Nice product but noicy . Recommend to hotel all commercial purpose . Not good for regular home use.
Noice may due to high wattage motor.",
Anu s Nair,Very good quality product,5.0 out of 5 stars,"Reviewed in India on June 23, 2021",Verified Purchase,"Must buy product,too powerful,good quality product",
suryadevara siva rama krishna,good,5.0 out of 5 stars,"Reviewed in India on May 7, 2022",Verified Purchase,good,
Vengat,Great performance,5.0 out of 5 stars,"Reviewed in India on December 31, 2021",Verified Purchase,Design is awesome! Standard quality! Best price!,
ved prakash,"Did not feel like Bosch quality, Returned it.",3.0 out of 5 stars,"Reviewed in India on October 18, 2021",Verified Purchase,"I have been using Bosch products, this did not feel very premium. loose screws. unfinished accessories.",One person found this helpful
Suneeth Dutt,Too noisy and bad quality juicer jar,2.0 out of 5 stars,"Reviewed in India on January 2, 2021",Verified Purchase,The product makes a lot of noise which I don't think is normal. The juicer jar broke and is not durable at all.,
TANVEER AHMED,Overall the product is good,4.0 out of 5 stars,"Reviewed in India on November 13, 2021",Verified Purchase,Product is good but the material used in jar is not satisfactory as compared to Butterfly,
shamshuddin,Superb,5.0 out of 5 stars,"Reviewed in India on November 2, 2020",Verified Purchase,"Love it, good looks, less noise, superior quality",One person found this helpful
mpd,High quality.. N Great Finish,5.0 out of 5 stars,"Reviewed in India on October 7, 2019",Verified Purchase,Extremely powerful as compare to other models. Build quality is awesome. Worth spending a liitle more for this machine.,One person found this helpful
Dr Harashawaradhana ,Dream comes true,5.0 out of 5 stars,"Reviewed in India on June 1, 2021",Verified Purchase,It's really a good product of boach company  and it's performance is wonderful,
Megha,Amazing product,5.0 out of 5 stars,"Reviewed in India on August 16, 2019",Verified Purchase,Very good quality  and grinds raw spices very well.,2 people found this helpful
Abhijit B.,Heavy duty mixer-grinder.,4.0 out of 5 stars,"Reviewed in India on January 3, 2022",Verified Purchase,Robust mixer -grinder. Space saving. Only problem is noise. Otherwise fine.,
krishna reddy,This product is not good why means inside burning with in 3months,1.0 out of 5 stars,"Reviewed in India on March 2, 2022",Verified Purchase,This product is warrest why means inside burning with in 3 months service also no response...I am calling cc several times  there is no technician will come still today...,
Amazon Customer,Good buy,4.0 out of 5 stars,"Reviewed in India on September 10, 2021",Verified Purchase,Great product serves the purpose,
M Mayura,Speed button is not good,4.0 out of 5 stars,"Reviewed in India on July 15, 2021",Verified Purchase,Good product good performance  but the doom cover is difficult to clean. The speed button quality is not good,
Shruthi,Brand value,4.0 out of 5 stars,"Reviewed in India on August 14, 2020",Verified Purchase,"Bosch is what it is. A brand that will not let you down.

It has all safety features and honestly Indian cooking needs 1000W mixer.

Worth it !",
Benny J,Awesome quality,5.0 out of 5 stars,"Reviewed in India on January 2, 2021",Verified Purchase,Beats the expectations and  product is awesome. I can feel the quality,
Charlton Collaco,truly German Engineering. Look no further,5.0 out of 5 stars,"Reviewed in India on August 13, 2020",Verified Purchase,Most rugged and does a perfect job. Best part is that it is easy to clean and hence ideal for our Indian cooking.,
Chetan,Good,3.0 out of 5 stars,"Reviewed in India on October 12, 2020",Verified Purchase,Good product but there is always leakage observed in Bigger Pot .Seems design Defect,
GAGAN PRUTHI ,Bosch Mixer Grinder 1000,4.0 out of 5 stars,"Reviewed in India on July 16, 2019",Verified Purchase,Quality of the product is very good. The machine is a little noisy. The package looks that it is repacked manually but got little cheaper in prime deal.,2 people found this helpful
